Ticker,CIK
DF,931336
DFBS,1107710
DFC,1021848
DFG,859139
DFIB,876188
DFNS,1069563
DFP,1559991
DFRG,1415301
DFRH,1394156
DFRS,1382702
DFS,902270
DFS,1393612
DFT,1407739
DFTW,1326652
DFZ,749872
DG,29534
DGAS,277375
DGCN,1022974
DGF,916713
DGI,1208208
DGICA,800457
DGICB,935596
DGII,854775
DGIN,1037275
DGIT,934448
DGIX,844787
DGLP,1321099
DGLY,1342958
DGNG,1158722
DGRN,1502772
DGSE,701719
DGTC,27748
DGX,1022079
DHBR,1373761
DHCC,844887
DHF,1057861
DHG,1375387
DHI,882184
DHIL,909108
DHNA,1343845
DHOM,917857
DHPI,1097570
DHR,313616
DHX,1393883
DHY,1061353
DIAL,771950
DIDG,1379699
DIET,1094058
DIGA,924642
DIGE,1011582
DIGF,1057257
DIGF,1123451
DIGI,1095105
DIGI,1411658
DIGL,1016100
DIGX,1085098
DII,27613
DIIG,1370804
DIII,1429859
DIL,1213809
DIL,1433269
DIMC,898037
DIMU,1479382
DIN,49754
DIO,1074874
DIOD,29002
DION,29006
DIRI,879703
DIRV,1441769
DIS,1001039
DISC,1320482
DISCA,1437107
DISH,1001082
DISK,216324
DIT,928465
DITC,1080667
DIV,863328
DIVALL,825788
DIVX,1342960
DJ,29924
DJCO,783412
DJJI,1158134
DJO,1157972
DJRT,1094032
DJSP,1436612
DJTE,943320
DK,1351541
DKAM,873540
DKEY,704914
DKHR,888914
DKII,277905
DKIN,1042053
DKL,1552797
DKMI,1103121
DKMR,1379043
DKS,1089063
DL,1016179
DLA,1101396
DLB,1308547
DLGC,1366649
DLGG,1051059
DLGI,1083273
DLI,27751
DLIA,1026114
DLIA,1076914
DLIA,1337885
DLK,832370
DLKM,1297223
DLKR,1049660
DLLR,1271625
DLM,866873
DLNO,1382413
DLNO,1577603
DLOV,746967
DLP,902277
DLPC,1404403
DLPH,1521332
DLPM,1517992
DLPX,350692
DLR,1297996
DLRC,1047175
DLRI,29504
DLTR,935703
DLTZ,1112985
DLW,806624
DLX,27996
DLYT,1125699
DM,1396838
DMAN,1400400
DMAR,27075
DMAX,921878
DMB,1565381
DMC,771999
DMCO,746425
DMCP,27082
DMCX,1052357
DMD,1365038
DMDD,1123836
DMEC,847420
DMEDE,895380
DMF,839122
DMGM,1064270
DMIF,225261
DMLP,1172358
DMND,1320947
DMO,1478102
DMPI,1498382
DMRC,1089443
DMRC,1438231
DMSI,1127470
DMX,1110189
DNA,318771
DNAP,1127354
DNAP,1506503
DNAX,1419995
DNB,1115222
DNBF,713671
DNBK,1410703
DNDN,1107332
DNDO,1097945
DNDT,1118344
DNE,1092839
DNET,1160241
DNEX,708850
DNI,1059213
DNIA,1284802
DNKN,1357204
DNKY,29693
DNM,839124
DNNI,1129900
DNO,1439567
DNP,806628
DNR,945764
DNRI,1349922
DNRR,1141590
DNTK,832489
DNTK,879465
DNY,1187520
DO,949039
DOBI,1111697
DOC,771252
DOC,1574540
DOCC,1033864
DOCX,1016831
DOIG,1166847
DOLE,18169
DOLL,723209
DOLV,1436568
DOMK,1365160
DOMR,1080908
DOOR,893691
DORM,868780
DOTX,351809
DOV,29905
DOVP,1066833
DOVR,1071625
DOVRA,48272
DOW,19925
DOW,29915
DP,702259
DPAC,784770
DPD,1314128
DPDM,1282224
DPDW,1110607
DPFD,1308026
DPG,1515671
DPH,1072342
DPL,787250
DPM,1338065
DPMI,1012128
DPO,1390840
DPS,1418135
DPSI,1505611
DPTR,821483
DPTR,1328101
DPW,896493
DPWI,842691
DPWS,1098865
DPZ,1286681
DQE,846930
DQU,30573
DR,1355795
DRAD,707388
DRAM,26093
DRAM,27093
DRC,1316656
DRCE,1372531
DRCO,30822
DRCT,1023031
DRD,895364
DRD,895366
DRE,783280
DRFL,1121076
DRGG,1050691
DRGN,1164012
DRGP,1098685
DRH,1298946
DRHC,1504222
DRI,940944
DRII,1566897
DRIV,1062530
DRL,840889
DRMS,810829
DRNA,1399529
DRNE,1169745
DROP,842722
DRP,1395999
DRQ,1042893
DRRA,1016177
DRRX,1082038
DRS,28630
DRSV,1106645
DRTE,880321
DRTK,785186
DRTX,1544116
DRUG,1075206
DRWN,1021282
DRY,1282858
DRYR,352305
DRYR,1189712
DSBO,1393901
DSCI,892160
DSCM,1086467
DSCO,946486
DSCP,27096
DSEN,795824
DSETD,1495932
DSF,1301138
DSFN,1282852
DSFX,885462
DSKA,1127842
DSKX,1463959
DSL,935063
DSL,1566388
DSM,855887
DSNS,895650
DSNY,1099369
DSP,1393718
DSPG,915778
DSRM,1129916
DST,714603
DSTI,1262200
DSTM,938481
DSTR,929546
DSU,1051003
DSUP,854709
DSW,1319947
DTAS,1100885
DTCT,319124
DTE,936340
DTF,878535
DTF,879535
DTG,1049108
DTHK,1100514
DTII,918999
DTLA,1575311
DTLI,356767
DTLK,1056923
DTMI,1083721
DTOR,1382462
DTPI,924940
DTRC,1182737
DTSI,1226308
DTST,1407313
DTST,1419951
DTV,944868
DTV,1465112
DTVI,1412130
DUC,894239
DUCK,30302
DUCP,1437467
DUF,1397821
DUK,30371
DUK,1326160
DUMA,1425808
DUNM,1383116
DUSA,879993
DUVT,1066281
DV,730464
DVA,927066
DVAX,1029142
DVCOD,1130808
DVD,1017673
DVERQ,914384
DVF,1303649
DVFN,102980
DVFN,1029802
DVGL,927472
DVI,801550
DVID,1009395
DVLN,215639
DVLN,919096
DVLY,95047
DVM,1302868
DVN,837330
DVN,1090012
DVNNF,1317035
DVNTF,918387
DVOX,1479426
DVR,1364100
DVTS,1096835
DVW,1043769
DW,763744
DWA,1297401
DWCH,792130
DWMA,1138724
DWOG,869495
DWRE,1301031
DWRI,1116755
DWSN,351231
DWVSF,1000157
DWYR,797502
DX,826675
DXCM,1093557
DXM,1556739
DXN,1095691
DXPE,1020710
DXR,27367
DXT,14995
DXYN,29332
DY,67215
DYAP,1431934
DYAX,907562
DYER,1417907
DYGO,1304730
DYHCS,1193415
DYHP,949925
DYII,890908
DYLI,934873
DYN,879215
DYN,1379895
DYNH,1520512
DYNR,1111741
DYNT,720875
DYNV,1454384
DYP,1086142
DYSL,30831
DYTM,795424
DYX,916380
DZTK,887403
EA,712515
EAC,1125057
EAC,1490165
EACC,1034694
EACO,784539
EAD,1210123
EAFRX,1056289
EAG,1023139
EAG,1260996
EAGL,1001718
EAGL,1575988
EAR,821536
EARH,1441247
EARN,1560672
EAS,1046861
EASB,880209
EASI,772891
EAST,1424804
EASY,1081661
EAT,703351
EATS,796369
EAUI,1170816
EAVR,1390134
EBAY,1065088
EBDC,1050725
EBDM,1501162
EBF,33002
EBHI,1345968
EBI,1336593
EBIO,910057
EBIX,814549
EBLC,1103719
EBLO,720912
EBMT,1101146
EBMT,1478454
EBOIE,1124077
EBS,1367644
EBSB,1411974
EBSC,32020
EBTC,1018399
EBTX,1319327
EC,352947
ECAU,1453420
ECBE,1066254
ECC,31660
ECDV,1256540
ECEC,1000459
ECEN,1092283
ECF,793040
ECFRX,910409
ECGN,814050
ECHO,721773
ECHO,1426945
ECIA,930775
ECIG,1398702
ECL,31462
ECLG,1085653
ECLP,1034088
ECMH,769882
ECNI,911934
ECOB,1409885
ECOC,1173313
ECOI,1429136
ECOL,742126
ECOM,1169652
ECOO,1498622
ECP,926761
ECPG,1084961
ECPN,1135202
ECR,1300317
ECRY,1449574
ECSI,940659
ECSI,1083638
ECST,1287503
ECT,1487798
ECTE,1031927
ECTX,1096197
ECUI,1082673
ECV,1323785
ECWC,1095821
ECYT,1235007
ED,1047862
EDAC,772572
EDD,1388141
EDDH,854883
EDE,32689
EDEL,929037
EDEN,930095
EDF,1501103
EDFFF,1292428
EDFY,1091938
EDG,1537951
EDGH,1088211
EDGR,1080224
EDGW,1017968
EDI,1551040
EDIG,886328
EDLG,1103313
EDLT,1093933
EDMC,880059
EDNE,1083866
EDO,31617
EDR,1302343
EDS,1007456
EDSN,1089567
EDUC,31667
EDVC,355300
EDVP,1388410
EDWT,1231339
EE,31978
EEA,791718
EECP,863893
EEDG,1495230
EEE,912365
EEEE,1260376
EEEE,1286862
EEEI,1175636
EEF,1318906
EEFT,1029199
EEGC,788206
EEGL,1016959
EEGR,1043150
EEI,809933
EELN,1082337
EENR,1367387
EENT,1121811
EEP,880285
EEPU,1458725
EEQ,1173911
EESC,1119721
EESH,1138867
EESV,748055
EF,860510
EFC,1047947
EFC,1411342
EFD,1109190
EFF,1573698
EFH,1094320
EFII,867374
EFJI,1023516
EFL,918708
EFLO,1448806
EFLT,1161723
EFOI,924168
EFR,1258623
EFRC,1106848
EFSC,1025835
EFSI,880641
EFT,1288992
EFTB,1450973
EFTIE,1056748
EFX,33185
EGAM,948703
EGAN,1066194
EGBN,1050441
EGCT,1379245
EGDW,1584770
EGEI,1105409
EGF,1336050
EGHA,1376866
EGHT,1023731
EGL,1544229
EGLE,1322439
EGLF,797662
EGLS,902281
EGLT,1290096
EGMCF,1199392
EGMI,1083036
EGMM,1412144
EGN,277595
EGOV,1065332
EGP,49600
EGR,1274150
EGRN,1438673
EGRV,1416697
EGSR,1029402
EGTK,1260037
EGX,32598
EGY,894627
EGYH,1271046
EHHA,1331931
EHI,1228509
EHMI,1163573
EHP,1289169
EHTH,1333493
EIA,1196869
EICU,1166463
EIF,1196870
EIFRX,1080310
EIG,1379041
EIGI,1237746
EIHI,1321268
EII,1350886
EIM,1176984
EIO,1196876
EIP,1196877
EIPC,1326068
EITC,1250897
EIUS,1144254
EIV,1196867
EIX,827052
EJXR,8504
EKCS,803044
EKDKQ,31225
EKFC,1501350
EL,1001250
ELAB,1168061
ELAY,1422992
ELBO,1057746
ELCO,900096
ELDO,796124
ELEC,90721
ELGO,1483731
ELGT,785819
ELGX,1013606
ELK,32017
ELLG,1094231
ELLI,1122388
ELMD,1488917
ELMG,32198
ELMS,771214
ELNK,1102541
ELON,31347
ELOQ,1375271
ELQV,1381054
ELRC,32166
ELRE,1438461
ELS,895417
ELSE,351789
ELSO,311049
ELST,75229
ELST,752294
ELTP,1053369
ELU,1001903
ELVN,883983
ELX,350917
ELXS,712843
ELY,837465
EM,1444598
EMAG,1121439
EMAK,911151
EMAN,1046995
EMBR,945439
EMBR,1552719
EMBT,1107112
EMBX,878725
EMC,790070
EMC,1408146
EMCF,858800
EMCI,356130
EMD,890340
EMD,902978
EMDF,894552
EMDH,1307140
EME,105634
EME,930835
EMED,907127
EMES,1555177
EMF,809708
EMGP,1021097
EMHD,1372533
EMI,1074688
EMIS,805326
EMJ,1196874
EMKR,808326
EML,31107
EMLL,1423036
EMMS,783005
EMN,915389
EMO,1517518
EMOT,815577
EMPL,1402747
EMPR,887396
EMPY,1076886
EMR,32604
EMRG,1092605
EMS,1344154
EMT,884042
EMXC,830519
EMYB,1449794
ENA,922237
ENBP,1437479
ENC,93542
ENCO,856569
ENCP,313116
ENCY,887023
END,1112412
ENDO,1003464
ENDP,1100962
ENEC,1324736
ENEI,895642
ENER,32878
ENF,1329378
ENFN,1054303
ENG,933738
ENGT,1432963
ENGX,1289047
ENGY,1260828
ENH,1179755
ENHT,1045560
ENIP,1511261
ENLG,1342882
ENMC,944763
ENMD,895051
ENN,916530
ENOC,1244937
ENP,1398664
ENPH,1463101
ENPT,1010305
ENR,1096752
ENRG,766659
ENRT,1346022
ENS,1289308
ENSG,1125376
ENSI,1051286
ENSL,811271
ENT,1512077
ENTA,1177648
ENTG,1101302
ENTI,1109697
ENTR,1227930
ENTU,1031283
ENTX,13547
ENUI,761034
ENV,1337619
ENVI,1174266
ENVK,106577
ENVK,1065677
ENWV,1118941
ENX,1177162
ENXT,1009922
ENZ,316253
ENZN,727510
ENZR,1302084
EOD,1386067
EOE,1340735
EOG,821189
EOI,1300391
EOMI,910832
EONC,1084752
EOP,1038339
EOPLP,1043866
EOPN,1540400
EOS,1308335
EOSI,791398
EOT,1454741
EOX,1283843
EP,1066107
EPAM,1352010
EPAQ,1514418
EPAX,1162315
EPAY,1073349
EPB,1410838
EPCC,1122101
EPCG,800401
EPCTD,1208261
EPD,1061219
EPE,1324592
EPE,1584952
EPEN,1220483
EPEX,1021010
EPFL,1144892
EPG,805012
EPGG,1501862
EPGL,1113947
EPHC,351903
EPHCX,1318342
EPHO,1085082
EPIC,891178
EPIK,1099980
EPIQ,1027207
EPIX,1027702
EPL,750199
EPLN,797079
EPM,1006655
EPMD,1012394
EPN,895040
EPNY,1089613
EPNY,1090411
EPOC,1096738
EPOI,1079990
EPR,1045450
EPRC,921182
EPRE,888711
EPRT,1304588
EPTG,945269
EPXR,1099730
EPZM,1571498
EQ,1350031
EQIX,1101239
EQM,1540947
EQPI,1006840
EQR,906107
EQS,878932
EQT,33213
EQTE,1418065
EQTY,33325
EQU,1492832
EQUI,806011
EQY,1042810
ERA,1525221
ERB,1095858
ERC,1227073
ERES,1026650
ERGO,1158846
ERH,1279014
ERHE,799235
ERI,854852
ERIE,922621
ERII,1421517
ERMS,1110361
EROC,1364541
EROX,878616
ERS,1019272
ERSD,1497421
ERTH,911801
ERWF,1020646
ERWN,1003933
ES,1393744
ESA,1002579
ESA,1357971
ESAN,1000695
ESB,1358254
ESBF,872835
ESC,1001604
ESCA,33488
ESCC,276283
ESCH,1110507
ESCI,30985
ESCL,895516
ESCO,1359290
ESD,1227862
ESE,866706
ESEC,1330023
ESGI,789879
ESGR,55820
ESGR,1363829
ESH,87196
ESHG,854776
ESHI,1161135
ESI,922475
ESIO,726514
ESL,33619
ESLR,947397
ESMC,862668
ESMK,1392600
ESMT,1112999
ESNR,1122860
ESNT,1448893
ESP,33533
ESPR,1066745
ESPR,1434868
ESRI,1429373
ESRT,1541401
ESRX,885721
ESRX,1532063
ESS,920522
ESSA,1382230
ESSE,752634
ESST,907410
ESSX,1373988
EST,1406391
ESV,314808
ESVC,1421323
ESWB,1107421
ESWW,1082278
ESXB,1323648
ESYS,914398
ET,1420850
ETAD,897265
ETAH,1437822
ETAK,1084384
ETB,1308927
ETCC,33113
ETCIA,773547
ETCK,1128353
ETCR,830741
ETE,1276187
ETEC,5117
ETEN,1422128
ETF,913662
ETFC,1015780
ETFS,929646
ETG,1270523
ETG,1271554
ETGMF,1239672
ETH,896156
ETJ,1395325
ETLB,1163002
ETLE,1301206
ETLS,822998
ETM,1067837
ETN,31277
ETN,1551182
ETNL,868756
ETNW,1078858
ETO,1281926
ETOP,837600
ETP,1012569
ETR,65984
ETRM,1371217
ETS,846909
ETS,1287065
ETSM,1017586
ETT,1043236
ETUA,1476721
ETUB,1541133
ETV,1322436
ETW,1322435
ETX,1563696
ETY,1340736
EUBK,1164554
EUGS,783209
EUOK,1125918
EUOT,1033030
EUPA,1084382
EURC,1534708
EV,350797
EVBN,842518
EVBS,1047170
EVC,1109116
EVCA,1459003
EVCC,1284454
EVCI,1065591
EVEH,1352419
EVEP,1361937
EVER,1502749
EVF,1070732
EVG,353943
EVG,1287498
EVGG,1143566
EVHC,1578318
EVIS,844780
EVJ,1074691
EVLO,1088787
EVM,1177161
EVMT,842919
EVN,1074540
EVO,1074686
EVOK,1403708
EVOL,1052054
EVP,1074687
EVPRX,850025
EVR,1360901
EVRC,1071119
EVRE,1038800
EVRL,1064478
EVRS,1410725
EVRT,1088514
EVRY,1532543
EVSC,1040415
EVSF,1015455
EVSI,1398805
EVST,934795
EVT,1253327
EVTC,1559865
EVTN,1043894
EVV,1222922
EVVV,1318310
EVY,1074685
EW,1099800
EWBC,1069157
EWEB,905428
EWF,863903
EWRL,1343979
EWRX,1088949
EWSI,1488309
EWST,43350
EWTC,1268904
EXA,890264
EXAC,913165
EXAD,1514888
EXAM,1498021
EXAR,753568
EXAS,1124140
EXBD,1066104
EXBT,855109
EXBX,1335002
EXC,1109357
EXCS,1330292
EXD,1480999
EXE,1075736
EXEE,1047262
EXEL,939767
EXG,1379438
EXGP,723533
EXH,1389050
EXJF,893847
EXL,1478950
EXLA,1388174
EXLN,1014955
EXLP,1367064
EXLS,1297989
EXLT,1108341
EXNT,1083706
EXOU,1136868
EXP,918646
EXPD,746515
EXPE,1095357
EXPE,1324424
EXPO,851520
EXPR,1483510
EXR,1289490
EXTI,1082121
EXTR,1078271
EXX,89261
EXXI,1343719
EY,33656
EYE,837991
EYE,1168335
EYET,1115285
EYII,1104120
EYNO,71508
EYSE,1415397
EYTC,1202963
EZEN,943894
EZEO,1349532
EZJR,1350071
EZM,727008
EZMM,1107685
EZPW,876523
F,37996
FA,9779
FAB,1023640
FAC,1017907
FAC,1521373
FACE,1269871
FACT,782842
FACT,1441848
FADI,1114644
FADV,1210677
FAF,1472787
FAIM,1053676
FALC,922521
FAM,1302624
FAME,37358
FANG,1539838
FAOO,878720
FARE,1492151
FARM,34563
FARO,917491
FASC,1002822
FAST,815556
FASV,1456802
FATE,1434316
FATS,1021770
FAV,1403275
FAVS,1025743
FAX,790500
FB,1326801
FBBC,932697
FBBI,1071212
FBC,1033012
FBCE,917770
FBCI,912219
FBCP,1199025
FBEI,1074543
FBF,50341
FBFS,1316410
FBGC,356858
FBGI,1107257
FBGO,1120285
FBHS,1519751
FBIZ,1305399
FBIZ,1521951
FBMI,778972
FBMS,947559
FBMT,1067077
FBN,50957
FBNC,811589
FBNK,1511198
FBNKN,710507
FBNW,1035513
FBOR,1128281
FBP,1057706
FBR,1209028
FBRC,1371446
FBSI,912967
FBSS,1083643
FBTC,1129847
FBTX,1207070
FC,886206
FCAL,1370291
FCAP,1070296
FCB,1027280
FCBC,859070
FCBI,1258831
FCBN,708848
FCBQ,893539
FCBS,723594
FCBX,1058973
FCCE,1430286
FCCG,1048566
FCCO,932781
FCCY,1141807
FCDH,1035789
FCEA,38067
FCEC,744126
FCEL,886128
FCEN,1097081
FCF,712537
FCFC,828678
FCFK,899164
FCFL,1082564
FCFN,1281872
FCFS,840489
FCGD,1045929
FCGI,1049758
FCH,923603
FCHL,1096550
FCI,811040
FCIC,730669
FCL,1301063
FCLF,1283582
FCM,1232461
FCMM,1141045
FCN,887936
FCNCA,798941
FCO,876717
FCON,1100360
FCP,34339
FCPC,216593
FCPG,1432254
FCPL,808047
FCPN,1072842
FCPO,1024441
FCPS,1492116
FCRM,1555458
FCS,1036960
FCSC,357097
FCSC,831246
FCSE,884719
FCSH,1082594
FCT,1282850
FCTOA,707674
FCTR,717306
FCTY,1420525
FCVA,1373525
FCX,831259
FCZA,944745
FD,794367
FDBC,1098151
FDC,883980
FDCC,1056673
FDEF,946647
FDEI,1157723
FDFT,1397919
FDI,38188
FDML,1419581
FDMLQ,34879
FDNX,729330
FDO,34408
FDP,1047340
FDRA,717945
FDRY,1090071
FDS,1013237
FDT,842640
FDTC,1369748
FDUS,1513363
FDX,1048911
FE,1031296
FED,810356
FED,810536
FEEC,1124024
FEED,1331427
FEEL,1141673
FEGR,1120434
FEGY,1504464
FEI,1556336
FEIC,914329
FEIM,39020
FELE,38725
FELI,34471
FEMO,1161461
FEN,1284940
FENO,1434740
FEO,1363438
FEP,356841
FEPI,726516
FES,1434842
FESI,1443818
FESX,808246
FET,1401257
FETM,919865
FEV,1074684
FEYE,1370880
FF,1337298
FFA,1291334
FFBC,708955
FFBH,1006424
FFBI,1113107
FFBK,1123276
FFBN,1243496
FFBZ,885076
FFC,36315
FFC,1174164
FFCH,787075
FFCO,1308017
FFCO,1486058
FFD,1434130
FFDB,876947
FFDF,1006177
FFDH,1316578
FFED,910492
FFEX,39273
FFFC,779956
FFFD,1005188
FFFL,1028336
FFG,1012771
FFGO,802206
FFHH,924370
FFHS,742161
FFI,851249
FFIC,923139
FFIN,36029
FFIS,1434743
FFIV,1048695
FFKT,713095
FFKY,854395
FFLC,912738
FFMH,703329
FFN,1451951
FFNW,1401564
FFRD,925739
FFSW,1060939
FFSX,1075348
FFWC,895401
FGB,1392994
FGF,1327129
FGHH,1051985
FGI,1338170
FGL,1585064
FGLD,1360564
FGMG,312065
FGP,922358
FGWC,1100748
FGXI,1357227
FHCC,812910
FHCO,863894
FHCS,1063262
FHHI,797329
FHI,1323520
FHMS,1384086
FHN,36966
FHO,1380534
FHRT,36369
FHRX,1106773
FHWY,1164964
FHY,1329388
FI,1575828
FIBK,860413
FIBR,812491
FICC,1271831
FICO,814547
FIDM,1355042
FIF,854711
FIF,1513789
FIFG,946738
FIFS,948034
FIG,1380393
FII,1056288
FIIH,1077720
FIII,1179651
FIIM,1143451
FILE,706015
FILM,882160
FIMG,750901
FINB,789670
FIND,1089061
FINL,886137
FIO,1383729
FIRE,1098574
FIRE,1168195
FIS,1136893
FISH,1575599
FISI,862831
FISV,798354
FIT,34136
FIT,886432
FITB,35527
FITI,1421481
FIVE,1177609
FIX,1035983
FIZZ,69891
FJC,744106
FKFS,856751
FKKY,930182
FKLR,879519
FKWL,722572
FKYS,737875
FL,850209
FLA,740796
FLA,1360951
FLAG,897509
FLB,1267969
FLBK,1058802
FLC,1245648
FLCN,1262001
FLDM,1162194
FLDR,799526
FLE,314132
FLEX,866374
FLFL,840886
FLIC,740663
FLIP,1062663
FLIR,354908
FLL,891482
FLLC,729502
FLM,352949
FLME,1309152
FLML,1012477
FLO,1128928
FLOW,713002
FLPB,775662
FLR,1124198
FLRB,1170902
FLS,30625
FLSCQ,928908
FLST,1024920
FLT,1144879
FLT,1175454
FLTG,1163882
FLTX,1526160
FLUG,1430960
FLUX,1083743
FLWE,1144439
FLWS,1084869
FLXE,1069778
FLXI,1015464
FLXS,37472
FLXT,925660
FLYR,1055455
FMAGX,1589829
FMAO,792966
FMAR,946090
FMBH,700565
FMBI,702325
FMBM,740806
FMBN,736473
FMC,37785
FMCB,1085913
FMCC,1026214
FMCO,839845
FMD,1262279
FMER,354869
FMFC,320387
FMFK,83125
FMFP,763293
FMI,854856
FMI,1488613
FMK,887591
FMKT,949968
FMLY,49444
FMMH,1271245
FMN,1199004
FMNB,709337
FMNG,1096613
FMNL,1065579
FMO,1305197
FMPX,1272754
FMR,929186
FMRAX,1217951
FMSB,1098337
FMSLF,1421851
FMST,917321
FMTB,1477968
FMXI,890080
FMXI,912908
FMY,1319183
FN,1408710
FNB,37808
FNBF,742679
FNBG,1163199
FNBP,1010961
FNCB,1035976
FNCN,38792
FNDM,1335795
FNDT,1054836
FNDW,1363294
FNF,809398
FNFG,1051741
FNFI,1065823
FNFN,846903
FNGC,1167764
FNGN,1430592
FNGP,1107998
FNHC,1069996
FNHI,1096275
FNHM,943119
FNIN,35733
FNIS,888793
FNIX,855585
FNLC,765207
FNLY,878731
FNMA,310522
FNP,352363
FNPR,1142129
FNRN,1114927
FNSC,1095274
FNSR,1094739
FNSW,1063568
FNT,1331875
FNTN,925663
FNVG,883701
FNWV,814178
FOB,1074530
FOBB,717837
FODL,744667
FOE,35214
FOF,1375340
FOFI,790202
FOFN,1040799
FOGC,1119949
FOH,38868
FOH,93631
FOLD,1178879
FONH,884363
FONR,355019
FONU,1168325
FOODU,1376556
FOOT,718903
FORD,38264
FORM,1039399
FORR,1023313
FOSI,1108645
FOSL,883569
FOTB,1099668
FOX,1068002
FOXF,1424929
FOXH,1217688
FPBN,1380712
FPET,1557798
FPF,855237
FPF,1567569
FPFC,1068912
FPFX,1000368
FPI,1356750
FPIC,1010247
FPMI,1402785
FPO,1254595
FPP,31736
FPP,316736
FPRN,1263764
FPRX,1175505
FPT,1202806
FPU,37643
FPWR,764858
FPXA,38242
FQVE,1409197
FR,921825
FRA,1259708
FRAF,723646
FRAN,1399935
FRB,1269143
FRBK,834285
FRCCO,1143834
FRCN,1471271
FRCP,36856
FRD,39092
FRDM,911004
FRED,724571
FREE,1325159
FREVS,36840
FRF,860743
FRF,1495925
FRFC,1035991
FRGA,1036588
FRGB,356708
FRGI,1534992
FRGN,826495
FRGO,1098834
FRHV,1331612
FRK,37651
FRLK,866458
FRM,54441
FRMC,1102709
FRME,712534
FRMG,1538329
FRMO,1042017
FRN,39135
FRNK,1505823
FRNS,1010286
FRNT,921929
FRNT,1351548
FROT,1401859
FROZ,1486526
FRP,1062613
FRPD,1365983
FRPT,1032863
FRS,39047
FRSH,1135431
FRT,34903
FRT,1041557
FRTR,1503063
FRX,38074
FRXT,1445229
FRYP,1476278
FRZ,1268984
FRZR,1328888
FSAC,1131903
FSBC,1074078
FSBC,1389797
FSBI,769207
FSBK,1027183
FSBK,1097631
FSBW,1530249
FSC,1414932
FSCI,1034669
FSCR,34908
FSD,1494530
FSDB,1415277
FSFF,1042534
FSFG,1435508
FSFR,1577791
FSGI,1138817
FSH,880430
FSI,1069394
FSII,841692
FSL,1272547
FSL,1392522
FSLA,1051092
FSLK,1109610
FSLR,1274494
FSM,37914
FSMO,1349318
FSN,1071411
FSNM,897861
FSNR,1089319
FSOR,1350573
FSP,1031316
FSPI,1389413
FSPS,1098278
FSPT,1518171
FSPX,922408
FSR,1347815
FSRC,1102301
FSRL,1172102
FSS,277509
FSSTQ,1092536
FST,38079
FSTC,1116924
FSTF,1282582
FSTH,934302
FSTR,352825
FSTWC,897078
FSVP,801338
FSYI,844010
FSYS,1340786
FT,833040
FTBK,716457
FTCG,714719
FTD,1283157
FTD,1575360
FTDI,944537
FTEK,846913
FTF,1233087
FTFC,851207
FTG,804331
FTGC,1427580
FTGI,831378
FTGLF,1102752
FTGX,1001868
FTHR,928064
FTI,1135152
FTK,928054
FTLF,1374328
FTNT,1262039
FTO,110430
FTPI,1310261
FTR,20520
FTRS,1133494
FTS,1011308
FTSB,1451432
FTT,1406591
FTUS,813775
FTWV,1481056
FU,1074909
FUEL,1024452
FUEL,1477200
FUGO,1336277
FUL,39368
FULB,850626
FULL,1490013
FULO,1092570
FULT,700564
FUN,811532
FUNC,763907
FUND,825202
FUQI,1382696
FUR,37008
FURA,757563
FURX,1484478
FUSA,922251
FUTR,792861
FUTU,1552845
FVCCQ,920317
FVD,1244943
FVE,1159281
FVI,1264352
FVL,1228391
FVLY,1318849
FVRG,1091983
FWBW,719495
FWFC,1137679
FWGO,844788
FWLT,1130385
FWM,1555492
FWRD,912728
FWSI,1452804
FWTC,1389405
FWV,37049
FX,1529979
FXBY,1068897
FXCB,1359111
FXCB,1485176
FXCM,1499912
FXE,1328598
FXEN,907649
FXGP,316618
FXNC,719402
FXPT,1326252
FXRE,1410402
FYHH,1142336
FYR,1414255
FZN,737602
G,41499
G,1398659
GAB,794685
GABA,1163308
GABC,714395
GAC,1367660
GACC,937965
GACF,854171
GADZ,924140
GAF,1005313
GAFC,1082735
GAGT,1257514
GAIA,1089872
GAIN,1321741
GAIT,725460
GALE,1390478
GALT,1133416
GAM,40417
GAMR,1464790
GAMT,1096050
GAP,43300
GARM,1084662
GARS,1509892
GAS,72020
GAS,1004155
GAST,1110283
GAV,1341769
GAXC,852570
GAXI,1132784
GAXY,1102217
GB,1114483
GBAB,1495825
GBBK,775473
GBCB,351710
GBCI,868671
GBCS,727346
GBDC,1476765
GBEL,216039
GBEN,1454504
GBFP,880116
GBGD,319671
GBHD,912926
GBIS,1108891
GBIW,1084966
GBL,807249
GBL,1060349
GBLE,1040227
GBLI,1494904
GBLP,1157300
GBLS,1144499
GBMS,1049234
GBND,40461
GBNK,1324410
GBP,913782
GBPMF,1095556
GBR,105744
GBRC,1128949
GBSX,1413754
GBTB,1061068
GBTS,1156953
GBTVK,839621
GBX,923120
GCA,1318568
GCAN,1141222
GCAP,1444363
GCBC,1070524
GCC,719754
GCC,1379606
GCEH,748790
GCF,1334510
GCFB,1048620
GCFC,1070680
GCGR,866678
GCH,887546
GCHO,1444839
GCHT,1380528
GCI,39899
GCMN,1375618
GCO,18498
GCOM,1031028
GCOR,1113099
GCPO,1160764
GCS,1296115
GCT,1293200
GCV,845611
GCYT,1378625
GD,40533
GDEF,1583513
GDF,911638
GDI,916459
GDIIQ,40518
GDL,1378701
GDO,1472341
GDOT,1386278
GDP,943861
